franchise,name,role,alloc_mpg,a,expected_team_game_minutes,expected_gp,gp_lo,gp_hi,high_uncertainty,pid,key
CLE,Ernest Udeh,deep,16.1,0.27999999999999997,4.508,41.0,24.0,58.0,True,,name::CLE::ernest udeh
CLE,Meleek Thomas,deep,16.1,0.22400000000000003,3.6064000000000007,33.0,16.0,50.0,True,,name::CLE::meleek thomas
CLE,Tristan Enaruna,deep,15.5,0.10975609756097561,1.701219512195122,17.0,7.0,30.0,True,1642400.0,1642400
CLE,Riley Minix,deep,12.4,0.06958393113342898,0.8628407460545193,14.0,5.0,25.0,False,1642434.0,1642434
DAL,Cooper Flagg,starter,38.5,0.8536585365853658,32.86585365853659,67.0,57.0,76.0,True,1642843.0,1642843
DAL,Max Christie,starter,32.7,0.8593540870268551,28.100878645778163,71.0,61.0,78.0,True,1631108.0,1631108
DAL,Naji Marshall,rotation,32.8,0.8325794270800986,27.30860520822723,65.0,54.0,76.0,True,1630230.0,1630230
DAL,P.J. Washington,starter,33.2,0.7696019782824555,25.550785678977523,60.0,47.0,72.0,True,1629023.0,1629023
DAL,Santi Aldama,rotation,31.5,0.6692619248863868,21.081750633921185,56.0,40.0,70.0,True,1630583.0,1630583
DAL,Kyrie Irving,starter,32.0,0.6374853725704993,20.399531922255978,56.0,42.0,69.0,True,202681.0,202681
DAL,Daniel Gafford,starter,24.6,0.7649883737321639,18.818713993811233,61.0,49.0,72.0,True,1629655.0,1629655
DAL,Klay Thompson,rotation,21.2,0.8414733591596427,17.839235214184423,62.0,49.0,74.0,True,202691.0,202691
